ID,time0sec
1,0
2,0
4,0
5,0
6,0
PRMICI,0.00178366502920572
10,0
11,0
P5CDm,0
13,0
DRTPPD,0
15,0
ACHBSm,0.00253165355137947
17,0
AATA,0.00402763067063461
DPR,0
DDPAm,0
2HPMBQMTm,0
2HP6MPMOm,0
IPPMIb,-0.00506330713051284
IPPS,0
IPPSm,0.00506330713056246
26,0
27,0.00402763067063461
MCITSm,0
OMCDC,0
OMCDCm,0.00506330713056246
BPNT,0.00235904083684476
PDE1,0
PDE2,0
PDE3,0
PDE4,0
PDE5,0
DB4PS,0
DHQTi,0.00512084471465437
DHQS,0.00512084471465437
41,0
DDPA,0.00512084471465437
3OPHB5Hm,0
44,0
HKYNH,0
HACD6p,0.000271907252499069
3HAO,0
IPPMIa,-0.00506330713051284
IPMD,0.00506330713056246
63,0
PSCVT,0.00512084471465437
ADCS,0
ADCL,0
ABTA,0
4HTHRS,0
4HBZFm,0
73,0
74,0
MTAP,0
NTD4,0
NTD11,0
NTD2,0
PRFGS,0
MTHFR3,0.00466931738175721
ALASm,0
82,0
83,0
FTHFCL,0
MHPGLUT,0
86,0
MTRI,0
88,0
89,0
90,0
PGL,1.14673710148785
92,0
93,0
94,0
ACALDCD,0
96,0.00857309960682503
97,0.00857309960682503
ACOATAm,0
100,0
101,0
ACACT7p,0.000453178754165116
ACACT1r,0
ACACT1m,0
ACACT6p,0.000271907252499069
ACACT4p,0
ACACT5p,0
ACCOACrm,0
ACCOAC,0.671882820925201
ACOAHim,0
ACS,0.00235904083684476
ACSm,0
114,0
ACGKm,0.0027618038991329
116,0
ACONT3m,0
ACOTAim,0.0027618038991329
ACOAO4p,0
ACOAO5p,0
ACOAO9p,0
ACOAO7p,0.000453178754165114
ACOAO8p,0
ACOAO6p,0.000271907252499069
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
137,0
ADPT,0
ADNK1,0.00288565235255149
AMPDA,0
AHCi,0.00288565235255149
ADMDC,0
AMAOTr,0
ADNCYC,0
ADK1,0.0145082437903287
ADK1m,0
ADK3m,0
ADSL2r,0
ADSL1r,0.0017836650291656
ADSS,0.00178366502920572
ADSK,0.00235904083684476
AGTi,0
ALATRS,0
